    34.30  36.55    8  0.43832E+07  0.12892E+05 2900     11.92
    30.20  36.25    3  0.43887E+07  0.12908E+05 2944      9.37
    34.00  36.25   90  0.44003E+07  0.12942E+05 2946    105.13
    29.30  36.25   18  0.43838E+07  0.12894E+05 2950     32.92
    32.20  36.25    2  0.37865E+07  0.11137E+05 2960      7.44
    30.00  36.15    7  0.45139E+07  0.13276E+05 2962     14.43
    33.00  36.05    2  0.46840E+07  0.13776E+05 2985      5.12
    32.90  36.05    2  0.48079E+07  0.14141E+05 2990      5.96
    35.90  36.05  776  0.43898E+07  0.12911E+05 2994     68.62
    35.80  35.75    2  0.35319E+07  0.10388E+05 3009      0.40
    35.80  35.45   39  0.44128E+07  0.12979E+05 3025      2.81
    35.80  35.45   10  0.43015E+07  0.12651E+05 3029      0.99
    35.90  35.35    4  0.46434E+07  0.13657E+05 3034      0.58
    35.90  35.35   11  0.42197E+07  0.12411E+05 3057      1.06
    35.90  35.25    5  0.46557E+07  0.13693E+05 3079      0.55
    35.80  35.05    5  0.47391E+07  0.13939E+05 3117      0.64
    35.90  34.55    1  0.54765E+07  0.16107E+05 3170      1.37
    35.80  34.45    3  0.38797E+07  0.11411E+05 3172      1.25
    35.60  34.05    2  0.53244E+07  0.15660E+05 3179      2.94
    35.50  33.95    5  0.46942E+07  0.13806E+05 3182      1.27
    35.50  33.95    5  0.47023E+07  0.13830E+05 3184      0.74
    35.40  33.75    3  0.43673E+07  0.12845E+05 3188      0.99
    35.20  33.35    2  0.36723E+07  0.10801E+05 3196     11.79
    34.70  32.15    1  0.57092E+07  0.16792E+05 3217      1.96
    9.30  37.25    2  0.93799E+06  0.27588E+04    2      0.51
    9.20  37.25    2  0.13040E+07  0.38354E+04    4      0.95
    9.80  37.35    1  0.10955E+07  0.32220E+04    6      0.58
    9.90  37.35    1  0.13202E+07  0.38828E+04    8      0.50
    10.20  37.05    1  0.11648E+07  0.34258E+04   20      0.04
    4.20  36.95    1  0.11294E+07  0.33219E+04   41      0.18
    4.30  36.95    2  0.84042E+06  0.24718E+04   42      0.22
    4.50  36.95    2  0.10135E+07  0.29808E+04   46      0.32
    4.60  36.95    2  0.87322E+06  0.25683E+04   47      0.29
    5.90  36.85    2  0.80246E+06  0.23602E+04   64      0.29
    0.80  36.45    2  0.98168E+06  0.28873E+04  127      0.60
    10.50  36.25    3  0.10206E+07  0.30019E+04  133      0.75
    0.50  36.25    2  0.12756E+07  0.37519E+04  134      0.39
    0.40  36.25    1  0.10517E+07  0.30931E+04  138      0.26
    0.00  35.95    1  0.13687E+07  0.40255E+04  144      0.28
    10.80  35.85    2  0.88180E+06  0.25935E+04  162      0.25
    -5.10  35.45    2  0.12546E+07  0.36901E+04  177      2.23
    -4.70  35.25    3  0.94128E+06  0.27685E+04  191      1.71
    -4.00  35.25    2  0.87325E+06  0.25684E+04  192      1.13
    -3.60  35.25    3  0.96211E+06  0.28297E+04  196      1.25
    -3.80  35.25    3  0.11672E+07  0.34328E+04  201     11.08
    -4.30  35.25    2  0.89674E+06  0.26375E+04  211      1.19
    -4.30  35.25    3  0.10756E+07  0.31635E+04  213      1.94
    -1.90  35.15    2  0.10297E+07  0.30285E+04  225      1.31
    -2.20  35.15    2  0.87005E+06  0.25590E+04  231      1.93
    10.20  34.35    4  0.93800E+06  0.27588E+04  253      1.82
    12.90  32.85    2  0.87426E+06  0.25714E+04  328      1.18
    14.50  32.55    1  0.14575E+07  0.42867E+04  374      2.39
    31.20  31.65    2  0.11932E+07  0.35095E+04  441      0.05
    31.80  31.55    2  0.12340E+07  0.36293E+04  459      0.04
    20.00  31.45    2  0.10849E+07  0.31907E+04  472      2.26
    20.10  31.25    2  0.10205E+07  0.30015E+04  509      3.46
    13.50  45.55    4  0.10371E+07  0.30504E+04  732     48.81
    13.10  45.55    3  0.10326E+07  0.30369E+04  744     41.06
    12.90  45.55    4  0.10722E+07  0.31535E+04  752     28.53
    13.50  45.35    2  0.91243E+06  0.26836E+04  802      4.31
    12.30  44.55    2  0.11000E+07  0.32352E+04  933     12.84
    9.90  44.05    2  0.11093E+07  0.32626E+04  998     17.32
    10.20  43.75    2  0.11250E+07  0.33088E+04 1038     14.11
    13.90  42.95    1  0.10607E+07  0.31198E+04 1217     13.60
    14.30  42.45    3  0.92799E+06  0.27294E+04 1278     31.67
    11.70  42.15    2  0.95688E+06  0.28143E+04 1328      5.89
    12.20  41.85    1  0.13075E+07  0.38456E+04 1416      3.75
    19.40  41.25    2  0.95316E+06  0.28034E+04 1560      0.62
    19.40  41.25    3  0.10782E+07  0.31712E+04 1565      0.92
    19.40  40.95    2  0.96627E+06  0.28420E+04 1674      0.94
    23.80  40.65    2  0.83425E+06  0.24537E+04 1739      9.47
    19.40  40.35    1  0.15361E+07  0.45179E+04 1858      1.67
    26.20  40.05    3  0.10740E+07  0.31589E+04 1957      4.93
    26.60  39.45    3  0.10326E+07  0.30372E+04 2076      1.98
    26.60  39.45    2  0.10717E+07  0.31522E+04 2092      1.10
    26.80  39.15    4  0.10923E+07  0.32126E+04 2165      1.59
    -0.20  39.15    1  0.10946E+07  0.32195E+04 2166     49.74
    26.90  38.85    1  0.15583E+07  0.45833E+04 2255      2.22
    26.70  38.65    2  0.11453E+07  0.33687E+04 2323      0.76
    27.00  38.05    3  0.11617E+07  0.34166E+04 2335      0.92
    -0.60  38.15    1  0.11897E+07  0.34992E+04 2477     18.34
    27.20  37.95    1  0.11612E+07  0.34152E+04 2528      0.46
    15.30  37.85    2  0.83034E+06  0.24422E+04 2577      9.68
    13.30  37.35    2  0.78610E+06  0.23121E+04 2660     13.71
    28.40  36.85    1  0.14829E+07  0.43614E+04 2710      2.41
    35.90  36.75    2  0.95979E+06  0.28229E+04 2747      1.04
    30.80  36.75    2  0.10772E+07  0.31681E+04 2761      3.17
    31.10  36.75    1  0.14394E+07  0.42336E+04 2769      2.59
    35.90  36.75    3  0.92089E+06  0.27085E+04 2784      0.96
    35.90  36.75    3  0.11447E+07  0.33668E+04 2815      1.04
    31.40  36.75    2  0.12355E+07  0.36337E+04 2818     11.69
    -4.10  36.65    1  0.10554E+07  0.31041E+04 2836      4.67
    35.90  36.65    1  0.13960E+07  0.41060E+04 2875      0.57
    34.40  36.65    1  0.12626E+07  0.37135E+04 2885      1.69
    31.80  36.55    1  0.15467E+07  0.45490E+04 2889      2.55
    30.60  36.55    4  0.10430E+07  0.30676E+04 2897      5.07
    32.10  36.45    3  0.10519E+07  0.30938E+04 2907      3.52
    35.90  36.45    3  0.98532E+06  0.28980E+04 2915      0.91
    32.20  36.35    1  0.13248E+07  0.38965E+04 2927      2.65
    30.30  36.25    1  0.11172E+07  0.32859E+04 2942      1.86
    33.50  36.05    2  0.11034E+07  0.32453E+04 2974      1.96
    32.60  36.05    1  0.11234E+07  0.33040E+04 2986      1.68
    35.70  35.65    2  0.10520E+07  0.30940E+04 3010      0.14
    35.80  34.95    2  0.82932E+06  0.24392E+04 3133      0.13
    35.60  34.25    4  0.10083E+07  0.29656E+04 3175      1.48
    35.40  33.85    2  0.81199E+06  0.23882E+04 3185      0.12
    35.40  33.65    3  0.89746E+06  0.26396E+04 3191      1.13
    35.20  33.35    2  0.98301E+06  0.28912E+04 3195      0.46
